,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
695,6855-VLGOS,1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,0,20.55,1432.55,0
696,6686-YPGHK,1,1,0,0,47,1,1,2,1,0,0,0,0,1,0,0,1,85.5,4042.3,1
697,7766-CLTIC,2,0,0,0,10,1,1,1,0,0,0,1,0,1,0,1,1,60.95,629.55,0
698,2171-UDMFD,1,0,1,1,32,1,1,0,2,2,2,2,2,2,0,1,3,19.45,674.55,0
699,3768-NLUBH,1,1,1,0,57,1,2,2,0,0,1,0,1,1,0,0,0,100.6,5746.15,1
700,6595-YGXIT,1,1,0,0,25,1,2,2,0,1,0,0,1,0,0,1,0,88.95,2291.2,1
701,8590-OHDIW,2,0,1,1,38,1,1,0,2,2,2,2,2,2,1,0,1,20.3,749.35,0
702,2568-BRGYX,1,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,70.2,237.95,1
703,5850-BDWCY,2,0,0,0,6,1,1,0,2,2,2,2,2,2,0,0,1,20.2,123.65,0
704,9780-FKVVF,1,0,0,0,6,1,1,1,1,0,0,0,0,1,0,1,2,59.15,336.7,0
705,5726-CVNYA,2,0,1,1,8,1,1,0,2,2,2,2,2,2,2,1,1,19.85,146.6,0
706,2474-LCNUE,2,0,1,0,23,1,2,1,0,0,0,1,1,1,0,1,3,73.65,1642.75,0
707,2889-FPWRM,1,0,1,0,72,1,2,2,1,1,1,1,1,1,1,1,2,117.8,8684.8,1
708,0440-UEDAI,2,0,0,0,53,1,1,2,0,1,1,1,0,1,1,1,3,94.45,5042.75,0
709,7623-TRNQN,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,49.9,49.9,1
710,6701-YVNQG,1,0,1,0,72,1,2,1,1,1,1,1,1,1,2,1,3,88.7,6301.7,0
711,0468-YRPXN,1,0,0,0,29,1,1,2,0,0,1,1,1,1,0,1,3,98.8,2807.1,0
712,4922-CVPDX,2,0,1,0,26,1,1,1,0,1,1,0,1,1,2,1,3,73.5,1905.7,0
713,9067-SQTNS,1,0,1,1,44,1,1,0,2,2,2,2,2,2,1,0,2,20.6,926.0,0
714,4373-MAVJG,2,0,1,1,14,1,2,2,0,1,0,0,0,1,0,1,2,90.9,1259.0,1
715,2649-HWLYB,1,0,1,0,65,1,2,1,1,0,1,1,0,1,2,0,2,76.15,4929.55,0
716,6164-HXUGH,2,0,1,1,6,1,1,0,2,2,2,2,2,2,0,0,1,19.85,119.3,0
717,7605-BDWDC,2,0,0,0,31,0,0,1,1,1,0,1,0,1,2,1,2,49.85,1520.1,0
718,6100-FJZDG,1,0,1,1,26,1,1,0,2,2,2,2,2,2,1,1,2,20.05,505.9,0
719,6400-BWQKW,2,0,0,0,6,1,2,2,1,0,0,0,0,0,0,1,0,79.05,434.5,1
720,0842-IWYCP,2,0,0,0,46,1,1,1,0,0,0,0,0,0,0,0,2,44.95,2168.9,0
721,9103-CXVOK,1,0,1,1,1,1,1,0,2,2,2,2,2,2,0,0,0,19.75,19.75,0
722,0940-OUQEC,1,0,0,0,10,1,2,2,0,1,0,0,0,0,0,1,2,80.7,788.8,1
723,7599-FKVXZ,1,0,1,0,42,1,2,2,0,0,1,1,1,1,0,1,2,106.15,4512.7,1
724,5117-IFGPS,1,1,1,0,29,1,2,2,0,0,0,0,0,1,0,1,0,84.3,2357.75,0
725,4541-RMRLG,1,0,0,0,7,1,1,0,2,2,2,2,2,2,0,0,0,19.25,112.3,1
726,4503-BDXBD,1,0,0,0,11,1,1,2,0,1,0,0,0,0,0,0,0,74.95,815.5,1
727,6994-ORCWG,2,0,0,0,14,1,2,1,0,1,0,0,0,0,1,1,1,54.25,773.2,0
728,4236-XPXAV,2,0,1,1,5,1,1,2,0,1,0,1,1,1,0,1,1,99.15,465.05,1
729,8679-JOEVF,2,1,0,0,16,1,1,1,0,0,0,1,1,0,0,0,0,59.4,1023.9,1
730,9061-TIHDA,1,1,1,0,13,1,2,2,0,0,0,0,1,1,0,1,0,95.25,1233.65,1
731,9932-WBWIK,1,0,0,0,11,1,1,0,2,2,2,2,2,2,0,0,1,20.35,215.25,0
732,0840-DCNZE,1,0,0,0,47,1,1,1,1,1,1,1,1,1,1,1,2,86.95,4138.9,0
733,2458-EOMRE,2,0,0,0,11,1,1,1,1,0,1,0,0,1,0,0,2,64.05,733.95,0
734,4299-OPXEJ,2,0,0,0,56,1,1,0,2,2,2,2,2,2,2,1,2,19.55,1080.55,0
735,9631-RXVJM,1,0,0,0,35,1,1,0,2,2,2,2,2,2,2,0,1,19.25,677.9,0
736,8066-POXGX,2,0,0,0,13,0,0,1,0,0,0,0,0,1,0,1,0,35.1,446.1,1
737,5989-OMNJE,2,0,1,1,24,0,0,1,1,1,1,0,1,1,1,0,0,57.6,1367.75,0
738,9069-LGEUL,1,0,1,0,23,1,1,1,1,0,0,0,0,1,0,1,2,59.95,1406.0,0
739,9107-UKCKY,1,0,1,0,61,1,2,1,0,1,1,0,1,1,1,1,0,79.8,4914.8,0
740,0148-DCDOS,1,0,0,0,25,1,2,2,0,0,0,0,1,1,0,1,2,94.7,2362.1,1
741,1465-WCZVT,2,0,1,1,3,1,1,0,2,2,2,2,2,2,0,0,1,19.65,60.65,0
742,8914-RBTSB,1,0,1,0,31,1,2,2,0,1,1,0,1,0,0,0,0,93.8,3019.5,1
743,8990-ZXLSU,2,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,69.05,651.5,0
744,0902-RFHOF,1,0,0,0,38,1,1,0,2,2,2,2,2,2,1,0,1,20.1,730.1,0
745,7005-CCBKV,1,0,0,0,6,1,1,2,0,1,0,0,0,1,0,1,0,84.4,556.35,1
746,1057-FOGLZ,2,0,0,0,18,1,1,0,2,2,2,2,2,2,0,0,1,19.65,391.7,0
747,0022-TCJCI,1,1,0,0,45,1,1,1,1,0,1,0,0,1,1,0,3,62.7,2791.5,1
748,5384-ZTTWP,2,0,1,1,15,1,1,0,2,2,2,2,2,2,0,0,1,19.8,272.95,0
749,2439-QKJUL,1,0,0,0,5,1,1,0,2,2,2,2,2,2,0,0,1,20.25,109.8,0
750,2969-VAPYH,2,0,0,0,67,1,1,1,1,1,0,1,0,0,1,0,3,60.5,3870.0,0
751,4786-UKSNZ,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,20.2,20.2,1
752,9842-EFSYY,2,0,0,1,4,0,0,1,1,1,1,0,1,1,0,1,1,57.2,223.75,0
753,3750-RNQKR,2,0,0,0,12,1,1,0,2,2,2,2,2,2,0,0,1,19.45,246.25,0
754,5035-BVCXS,1,0,0,0,11,1,1,2,0,1,0,0,0,0,0,1,1,75.9,866.4,0
755,9702-AIUJO,1,0,1,1,50,1,1,1,0,0,0,0,0,0,1,1,2,44.8,2230.85,0
756,7538-GWHML,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,69.65,145.15,1
757,3402-XRIUO,2,1,1,0,22,1,2,1,1,1,0,1,0,0,0,1,1,63.55,1381.8,0
758,9633-XQABV,2,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,70.25,229.7,0
759,3948-XHGNA,1,0,0,0,24,1,1,1,1,0,0,0,0,0,0,1,2,49.55,1210.4,1
760,6425-JWTDV,1,0,1,0,48,1,1,0,2,2,2,2,2,2,2,0,1,19.25,855.1,0
761,3694-DELSO,1,0,1,1,4,0,0,1,1,0,0,0,1,0,0,0,3,38.55,156.1,0
762,9269-CQOOL,1,0,0,1,3,1,1,1,0,0,0,0,1,0,0,1,3,54.7,169.45,1
763,9738-QLWTP,1,0,0,0,39,1,1,2,0,0,1,1,0,0,1,0,0,81.9,3219.75,0
764,7845-URHJN,2,0,1,0,8,1,1,0,2,2,2,2,2,2,0,0,2,20.15,156.25,1
765,1226-JZNKR,2,0,1,1,8,1,1,0,2,2,2,2,2,2,1,0,0,19.8,160.05,0
766,1415-YFWLT,2,1,0,0,1,1,1,2,0,0,0,0,1,1,0,1,0,89.3,89.3,1
767,5566-SOEZD,1,0,1,1,27,1,1,2,1,1,0,0,0,0,1,1,3,80.65,2209.75,0
768,3407-JMJQQ,2,0,1,1,71,1,2,2,1,1,1,0,1,1,2,1,2,109.0,7661.8,0
769,7558-IMLMT,1,0,1,1,67,1,1,0,2,2,2,2,2,2,2,1,1,20.8,1411.9,0
770,5236-XMZJY,2,0,0,0,42,1,1,1,1,1,1,0,0,0,0,0,2,59.65,2536.55,0
771,3692-JHONH,2,1,1,0,52,1,2,2,0,1,1,0,1,1,1,1,0,106.5,5621.85,0
772,5216-WASFJ,2,1,1,0,31,1,2,2,0,0,0,0,0,1,0,1,0,84.85,2633.4,0
773,4903-CNOZC,1,0,0,0,29,1,2,1,0,1,1,0,0,1,1,0,3,70.9,1964.6,0
774,3703-VAVCL,1,0,1,1,2,1,1,2,0,0,1,1,0,1,0,0,3,90.0,190.05,1
775,2005-DWQZJ,2,0,1,1,8,1,1,0,2,2,2,2,2,2,2,0,1,19.05,201.7,0
776,0019-GFNTW,2,0,0,0,56,0,0,1,1,1,1,1,0,0,2,0,2,45.05,2560.1,0
777,8871-JLMHM,2,0,1,0,68,1,2,2,0,1,1,1,0,0,2,0,3,90.2,6297.65,0
778,0058-EVZWM,2,0,1,0,55,1,2,2,1,0,0,0,1,0,0,1,2,89.8,4959.6,0
779,5149-CUZUJ,1,0,1,1,28,1,1,2,0,1,1,1,1,0,1,0,2,92.9,2768.35,0
780,0330-BGYZE,1,0,1,0,60,1,2,2,0,1,1,0,1,1,1,0,2,102.5,6157.6,0
781,5495-GPSRW,1,0,0,0,20,1,1,0,2,2,2,2,2,2,2,1,1,19.7,419.4,0
782,8711-LOBKY,1,0,1,1,59,1,1,0,2,2,2,2,2,2,2,0,1,19.85,1188.25,0
783,1752-OZXFY,1,0,1,0,60,1,1,1,1,0,0,0,1,0,1,1,1,59.8,3561.15,0
784,4355-CVPVS,2,0,1,1,56,1,1,2,0,0,0,0,1,1,1,0,2,88.9,4968.0,0
785,3090-QFUVD,2,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,3,20.3,20.3,0
786,9169-BSVIN,1,0,0,0,12,1,2,1,0,0,1,0,1,1,0,0,2,74.75,827.05,0
787,2927-QRRQV,1,0,1,0,46,1,2,2,0,1,1,0,1,0,1,1,0,94.65,4312.5,0
788,8183-ONMXC,2,0,0,0,2,1,1,2,0,0,0,0,0,1,0,0,0,80.75,159.45,1
789,4950-HKQTE,2,0,0,0,22,1,2,0,2,2,2,2,2,2,2,0,1,26.25,605.9,0
790,0257-ZESQC,2,1,1,0,27,1,1,2,1,0,0,0,0,0,0,1,2,75.2,1929.35,1
791,1697-BCSHV,2,0,1,1,58,1,2,1,0,1,0,0,1,0,0,1,2,66.8,3970.4,0
792,0988-AADSA,2,0,1,1,72,1,2,1,1,1,1,1,0,1,2,0,2,80.85,5824.75,0
793,0877-SDMBN,2,0,0,0,54,1,2,2,1,0,1,0,1,1,1,1,2,103.95,5639.05,1
794,9851-KIELU,1,0,0,0,10,1,1,2,1,1,1,1,1,1,0,1,0,110.1,1043.3,1
795,4803-LBYPN,1,0,1,1,34,1,1,0,2,2,2,2,2,2,0,0,1,20.8,635.9,0
796,0326-VDYXE,2,0,1,0,70,1,2,2,0,0,1,0,1,1,1,1,0,97.65,6982.5,0
797,3612-YUNGG,1,0,1,1,64,1,2,2,0,1,1,1,1,1,2,1,3,109.2,6741.15,0
798,4701-AHWMW,1,0,1,0,55,0,0,1,0,0,1,1,1,1,0,1,2,54.55,2978.3,1
799,1846-XWOQN,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,70.15,70.15,1
800,3002-WQZWT,2,0,0,0,29,1,2,2,0,0,0,0,0,0,0,1,0,74.2,1993.25,0
801,3452-ABWRL,1,1,0,0,47,1,2,2,0,0,0,0,1,0,0,1,3,86.05,3865.6,0
802,5666-CYCYZ,2,0,0,0,24,1,2,2,0,0,0,1,0,1,0,1,0,89.55,2259.35,0
803,3272-VUHPV,2,0,1,1,8,1,1,1,0,1,0,1,0,0,0,0,2,56.3,401.5,0
804,0324-BRPCJ,2,1,1,0,68,1,2,2,0,1,0,0,1,1,0,1,0,100.2,6851.65,1
805,6907-CQGPN,1,0,0,0,29,0,0,1,0,1,0,1,0,0,0,0,0,34.3,1004.75,0
806,0530-IJVDB,1,0,0,1,70,1,2,2,1,1,1,1,1,1,2,1,0,114.6,7882.5,0
807,1299-AURJA,2,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,2,24.7,1685.9,0
808,3173-WSSUE,2,0,1,1,71,1,1,0,2,2,2,2,2,2,2,0,3,19.7,1415.85,0
809,5027-XWQHA,1,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,44.75,270.95,1
810,4587-NUKOX,2,0,0,0,3,1,1,2,1,1,0,0,0,0,0,1,0,79.1,246.5,1
811,8414-MYSHR,1,1,0,0,5,1,1,2,0,0,0,0,1,1,0,1,0,91.4,449.75,1
812,4525-VZCZG,1,0,0,1,54,1,1,2,1,1,0,1,1,1,1,1,0,105.85,5826.65,0
813,5732-IKGQH,1,1,1,0,52,1,1,2,1,0,1,1,1,1,1,1,2,104.45,5481.25,0
814,3063-QFSZL,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,55.4,55.4,1
815,0074-HDKDG,1,0,1,1,25,1,1,1,1,1,1,0,0,0,1,1,2,61.6,1611.0,0
816,6217-KDYWC,1,0,0,1,57,1,1,0,2,2,2,2,2,2,2,1,1,19.6,1170.55,0
817,1360-JYXKQ,2,1,1,0,54,1,1,2,0,0,1,1,1,1,1,1,0,99.1,5437.1,0
818,7721-JXEAW,1,0,1,0,59,0,0,1,0,1,0,0,0,1,0,1,2,41.05,2452.7,1
819,5795-KTGUD,2,0,1,0,68,1,2,2,1,1,1,0,1,1,2,1,2,110.8,7553.6,0
820,6629-LADHQ,2,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,50.95,123.05,0
821,6435-VWCCY,1,1,1,0,65,1,2,2,1,1,0,0,1,0,2,1,3,92.7,5968.4,0
822,2794-XIMMO,1,0,1,0,53,0,0,1,0,1,1,1,1,1,1,1,0,60.45,3184.25,1
823,5248-RPYWW,2,1,1,1,72,1,2,1,1,1,1,1,1,1,2,1,2,90.15,6716.45,0
824,1573-LGXBA,1,0,1,1,57,1,1,2,0,1,1,0,1,1,1,1,3,97.55,5598.0,0
825,8626-XHBIE,1,0,0,1,56,1,2,0,2,2,2,2,2,2,2,1,1,24.8,1424.2,0
826,6741-QRLUP,2,0,0,0,63,1,2,1,1,1,1,1,0,1,2,1,3,80.3,4995.35,0
827,4229-CZMLL,1,0,0,0,6,1,2,2,0,0,0,0,0,0,0,1,0,74.9,469.8,1
828,3976-NLDEZ,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,20.6,20.6,0
829,1568-LJSZU,1,0,1,1,68,1,2,1,1,1,1,1,1,1,2,1,3,92.2,6392.85,0
830,2860-RANUS,2,1,0,0,20,1,2,2,0,0,0,0,0,1,0,1,3,85.8,1727.5,1
831,5081-NWSUP,2,0,0,0,10,1,1,1,0,1,0,1,0,1,1,0,1,64.9,685.55,0
832,8807-ARQET,2,0,0,0,41,0,0,1,0,1,0,0,0,1,0,1,0,40.35,1677.85,0
833,3511-APPBJ,1,0,0,0,23,1,1,2,1,0,1,0,1,1,1,1,3,99.95,2292.75,0
834,9739-JLPQJ,2,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,117.5,8670.1,0
835,0716-BQNDX,1,1,0,0,57,1,2,2,1,0,0,1,0,1,2,0,0,93.75,5625.55,0
836,0219-QAERP,1,0,1,0,30,1,1,0,2,2,2,2,2,2,1,0,3,19.8,576.65,0
837,7921-BEPCI,2,0,0,0,72,1,2,1,1,1,0,0,0,0,2,0,2,59.75,4265.0,0
838,8397-MVTAZ,1,0,1,0,34,1,2,2,0,0,1,0,1,1,0,1,0,100.05,3480.0,1
839,4897-QSUYC,2,0,0,0,1,1,1,0,2,2,2,2,2,2,0,1,1,20.15,20.15,1
840,9863-JZAIC,1,0,0,0,35,1,1,1,0,0,0,0,1,0,0,0,1,55.0,2010.55,1
841,0913-XWSCN,1,0,1,1,55,1,2,2,0,0,0,0,0,1,0,0,2,85.5,4713.4,0
842,9494-MRNYX,1,0,0,0,10,1,2,2,0,0,0,0,0,0,0,0,0,75.05,786.3,0
843,0187-QSXOE,1,1,1,0,7,1,1,2,0,0,0,0,1,1,0,1,0,89.0,605.45,0
844,3572-UOLYZ,2,0,0,1,46,1,2,2,0,0,1,1,0,0,0,1,2,84.8,3958.85,0
845,3530-VWVGU,2,0,1,1,22,1,1,0,2,2,2,2,2,2,0,0,1,19.9,400.3,0
846,1567-DSCIC,1,0,0,0,8,1,2,2,0,1,1,0,1,0,0,1,0,94.0,773.65,1
847,5740-YHGTW,1,0,1,1,70,1,2,2,1,1,0,0,1,0,0,1,3,97.55,6669.05,0
848,5828-DWPIL,1,1,1,0,62,1,2,2,1,1,1,0,0,0,0,1,0,89.1,5618.3,0
849,6994-FGRHH,1,0,1,1,70,1,1,2,0,1,1,1,1,1,1,1,0,106.15,7475.1,0
850,8543-MSDMF,1,0,0,0,3,1,1,1,1,0,1,0,1,1,0,1,0,77.4,206.15,0
851,2091-MJTFX,2,0,1,1,30,0,0,1,0,0,0,1,1,1,0,0,3,51.2,1561.5,1
852,5854-KSRBJ,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,1,25.4,1782.05,0
853,6347-DCUIK,1,0,0,0,10,1,2,2,0,0,0,0,0,0,0,1,1,74.15,811.8,1
854,4482-EWFMI,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,69.7,135.2,0
855,5986-WWXDV,1,0,0,1,39,1,1,0,2,2,2,2,2,2,1,0,2,19.35,779.2,0
856,2027-CWDNU,1,0,1,1,18,1,1,2,0,0,0,1,0,1,0,1,0,85.6,1601.5,0
857,6729-FZWSY,1,0,0,0,67,1,1,0,2,2,2,2,2,2,1,1,1,19.45,1195.95,0
858,4237-RLAQD,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,45.85,45.85,1
859,1450-GALXR,2,0,0,0,10,1,2,2,0,0,0,1,1,1,0,1,0,98.5,1058.25,1
860,3446-QDSZF,2,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,3,55.5,227.35,0
861,0056-EPFBG,1,0,1,1,20,0,0,1,1,0,1,1,0,0,2,1,3,39.4,825.4,0
862,3679-XASPY,2,0,1,1,1,1,1,0,2,2,2,2,2,2,0,0,0,19.45,19.45,0
863,1080-BWSYE,1,1,1,0,64,1,2,0,2,2,2,2,2,2,2,0,3,25.65,1740.8,0
864,7644-OMVMY,1,0,1,1,0,1,1,0,2,2,2,2,2,2,2,0,1,19.85,0.0,0
865,5307-DZCVC,2,1,1,0,32,1,2,2,0,0,0,0,1,0,0,1,3,85.95,2628.6,1
866,6323-AYBRX,1,0,0,0,59,1,1,0,2,2,2,2,2,2,2,0,1,19.35,1099.6,1
867,7197-VOJMM,1,0,1,0,67,1,1,1,1,1,0,1,0,1,2,1,3,69.2,4671.65,0
868,3329-WDIOK,2,0,0,0,3,0,0,1,0,1,0,0,1,1,0,1,0,50.6,155.35,1
869,2391-IPLOP,1,0,1,1,50,1,2,1,0,0,1,1,1,0,1,1,0,69.65,3442.15,0
870,0637-UBJRP,1,0,1,1,13,1,1,2,1,0,0,0,0,1,0,0,0,84.05,1095.3,1
871,6005-OBZPH,2,1,0,0,26,1,2,2,0,1,0,0,1,0,0,1,0,89.15,2277.65,1
872,9554-DFKIC,1,0,1,1,30,1,2,1,1,0,0,0,0,0,0,1,2,54.45,1588.7,0
873,9283-LZQOH,1,0,1,1,13,1,2,2,0,0,0,0,0,0,0,1,3,74.4,896.75,1
874,9717-QEBGU,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,70.3,144.0,0
875,9959-WOFKT,1,0,0,1,71,1,2,2,1,0,1,0,1,1,2,0,2,106.7,7382.25,0
876,2004-OCQXK,2,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,81.95,81.95,1
877,7247-XOZPB,1,0,1,0,53,1,2,1,1,0,1,1,1,0,1,0,2,77.4,4155.95,0
878,8901-HJXTF,2,0,1,1,12,0,0,1,0,1,0,0,0,0,0,0,1,29.2,309.1,1
879,8931-GJJIQ,2,0,0,0,9,1,2,2,0,0,0,0,0,1,0,1,0,83.3,803.3,1
880,2082-OJVTK,1,0,1,1,29,1,2,2,0,0,1,0,0,1,0,1,0,89.2,2698.35,1
881,2519-TWKFS,1,0,1,1,25,1,2,1,0,0,0,1,0,0,1,1,1,55.1,1466.1,0
882,6465-GSRCL,2,0,0,1,67,1,2,2,0,1,0,1,1,1,1,1,2,106.6,7244.7,0
883,1872-EBWSC,2,0,0,0,29,1,1,0,2,2,2,2,2,2,1,0,1,20.35,617.35,0
884,6851-WEFYX,1,1,1,0,35,1,2,2,0,0,1,0,1,1,0,1,0,100.8,3437.5,0
885,8766-PAFNE,1,0,1,0,71,1,1,1,0,1,1,1,1,1,2,1,3,79.1,5564.85,0
886,7009-LGECI,2,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,2,50.55,235.65,0
887,7853-WNZSY,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,1,3,19.75,19.75,0
888,4616-EWBNJ,2,0,0,0,16,1,1,0,2,2,2,2,2,2,1,0,2,20.1,318.6,0
889,9057-SIHCH,2,0,0,0,3,1,2,2,0,0,0,0,1,1,0,1,0,96.6,291.9,1
890,2252-ISRNH,1,0,1,1,9,1,2,2,0,0,1,0,1,0,1,1,0,90.35,767.9,0
891,6394-MFYNG,2,0,0,0,48,1,2,2,0,1,1,0,1,1,0,1,2,107.4,5121.3,1
892,3148-BLQJT,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,20.1,20.1,1
893,3462-BJQQA,2,0,0,0,6,1,2,2,0,1,0,0,1,0,0,1,0,89.75,552.65,0
894,3212-KXOCR,1,0,0,0,52,1,1,0,2,2,2,2,2,2,2,0,2,21.0,1107.2,0
895,1245-HARPS,2,0,1,0,14,1,1,0,2,2,2,2,2,2,2,0,1,20.4,292.4,0
896,8205-MQUGY,1,0,1,1,12,1,1,1,1,0,0,0,0,0,0,1,0,49.2,571.15,0
897,2369-FEVNO,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,1,1,19.9,19.9,0
898,2481-SBOYW,2,0,0,1,61,1,2,0,2,2,2,2,2,2,2,1,3,25.0,1498.35,0
899,4377-VDHYI,1,0,1,1,32,1,1,2,1,1,0,0,0,1,1,1,0,90.8,3023.85,0
900,0488-GSLFR,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,69.5,69.5,1
901,8851-RAGOV,2,0,1,0,25,1,1,1,1,1,0,1,0,1,0,1,1,71.05,1837.7,0
902,1942-OQFRW,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,44.0,44.0,0
903,3279-DYZQM,1,0,1,1,71,1,1,0,2,2,2,2,2,2,2,0,1,19.45,1378.45,0
904,7162-WPHPM,1,0,1,1,58,1,2,1,1,1,1,1,0,0,2,0,3,71.6,4230.25,0
905,6922-NCEDI,1,0,0,1,56,1,1,0,2,2,2,2,2,2,1,1,1,21.2,1238.65,0
906,5119-NZPTV,1,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,70.1,141.65,0
907,8242-PDSGJ,1,0,1,0,70,0,0,1,1,0,1,1,0,0,2,1,3,39.15,2692.75,0
908,3705-PSNGL,1,0,0,0,45,1,1,0,2,2,2,2,2,2,1,1,0,20.4,930.45,1
909,8822-KNBHV,2,0,0,0,48,1,2,1,1,1,1,0,1,1,1,1,3,83.45,3887.85,0
910,2661-GKBTK,1,0,1,1,60,1,1,1,0,1,0,1,1,1,2,0,2,76.95,4543.95,0
911,2485-ITVKB,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,35.1,68.75,1
912,6296-DDOOR,2,0,0,0,19,1,1,1,0,1,0,0,1,0,1,0,0,58.2,1045.25,0
913,8809-XKHMD,1,0,1,0,72,1,2,2,1,1,0,1,0,1,2,1,2,100.55,7325.1,0
914,8000-REIQB,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,69.95,69.95,1
915,3387-VATUS,1,0,0,0,5,1,2,2,0,0,0,0,1,1,0,1,2,94.85,462.8,1
916,5759-RCVCB,2,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,3,35.2,108.95,1
917,1809-DMJHQ,2,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,1,46.0,221.7,1
918,8473-VUVJN,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,73.65,73.65,1
919,0880-FVFWF,1,0,0,0,56,1,2,2,1,1,0,0,0,0,0,1,0,86.4,4922.4,0
920,0263-FJTQO,1,0,1,1,50,1,2,1,1,0,0,1,1,0,2,1,3,70.5,3486.65,0
921,4487-ZYJZK,2,0,1,1,38,1,1,0,2,2,2,2,2,2,1,0,3,19.6,763.1,0
922,8387-MOJJT,2,0,1,1,42,1,1,2,0,0,0,0,1,0,0,1,3,77.95,3384.0,1
923,6603-YRDCJ,1,0,1,0,33,1,1,1,1,1,0,1,0,0,2,1,1,61.05,2018.4,0
924,0052-DCKON,1,0,1,0,66,1,2,2,1,1,1,1,1,1,1,0,2,115.8,7942.15,0
925,6137-MFAJN,2,0,0,0,48,0,0,1,1,1,0,0,1,0,0,1,0,44.8,2104.55,0
926,1587-FKLZB,1,1,1,1,66,1,2,2,0,0,1,0,1,1,0,1,3,99.5,6822.15,1
927,9750-BOOHV,2,0,0,0,32,0,0,1,1,0,0,0,0,0,1,0,1,30.15,927.65,0
928,8259-NFJTV,2,0,1,1,7,0,0,1,1,0,0,1,0,0,0,0,1,34.65,246.6,0
929,5562-YJQGT,2,0,0,0,2,1,1,0,2,2,2,2,2,2,0,0,3,20.35,35.1,0
930,4138-NAXED,1,0,0,0,51,1,2,2,0,1,0,0,0,0,0,0,2,81.0,4085.75,0
931,4318-RAJVY,2,0,0,0,10,1,1,0,2,2,2,2,2,2,1,1,1,19.8,198.25,0
932,8728-SKJLR,1,0,0,0,41,1,1,2,0,0,0,1,0,0,0,1,0,74.25,3089.1,0
933,8709-KRDVL,2,0,0,0,33,1,2,2,0,1,0,0,1,1,0,1,0,100.0,3320.6,0
934,2669-QVCRG,2,0,0,0,41,1,2,2,1,0,0,0,0,0,0,1,3,81.3,3190.65,0
935,8982-NHAVY,1,0,0,0,27,1,2,2,0,0,1,0,1,1,1,1,2,100.5,2673.45,0
936,8033-ATFAS,2,0,1,1,39,1,1,1,0,0,1,0,1,0,0,1,1,59.85,2341.5,0
937,4425-OWHWB,2,0,0,0,20,1,1,0,2,2,2,2,2,2,1,1,3,19.35,433.75,0
938,5016-LIPDW,1,0,1,1,57,1,1,0,2,2,2,2,2,2,1,0,1,19.4,1061.6,0
939,5226-NOZFC,1,0,0,0,26,1,1,2,0,1,0,0,1,0,0,1,0,85.75,2146.5,0
940,0654-HMSHN,1,0,1,1,21,1,2,2,0,1,1,0,1,1,0,0,0,104.4,2157.95,1
