,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
1902,3352-ALMCK,男,非高齢者,未婚,なし,40,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,郵送小切手,102.65,4108.15,No
1903,8949-JTMAY,女,非高齢者,未婚,なし,29,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,クレジットカード,98.6,2933.2,Yes
1904,8591-NXRCV,女,非高齢者,未婚,なし,41,あり,複数回線,DSL,あり,なし,あり,あり,なし,あり,毎月更新,電子請求書,口座引き落とし,74.65,3090.65,No
1905,8580-QVLOC,女,高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,92.45,6440.25,Yes
1906,4077-HWUYD,男,非高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,87.55,6463.15,No
1907,8532-UEFWH,男,非高齢者,既婚,あり,52,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.75,1345.85,No
1908,3229-USWAR,女,非高齢者,未婚,なし,34,あり,1回線,DSL,あり,なし,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,79.95,2727.3,No
1909,5651-CPDND,男,非高齢者,未婚,なし,10,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,46.0,492.1,No
1910,5197-PYEPU,女,非高齢者,既婚,あり,42,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,1年更新,電子請求書,クレジットカード,94.45,3923.8,No
1911,7377-DMMRI,男,非高齢者,未婚,なし,2,あり,1回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,47.8,92.45,Yes
1912,7929-SKFGK,男,非高齢者,既婚,なし,70,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,114.3,8244.3,No
1913,8739-WWKDU,男,高齢者,未婚,なし,25,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,89.5,2196.15,Yes
1914,2971-SGAFL,女,非高齢者,未婚,なし,13,あり,複数回線,DSL,あり,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,78.75,995.35,No
1915,7622-FWGEW,男,高齢者,既婚,なし,56,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,85.65,4824.45,No
1916,3365-SAIGS,女,非高齢者,未婚,なし,17,あり,1回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,83.55,1329.15,No
1917,2577-GVSIL,男,非高齢者,既婚,あり,35,あり,複数回線,DSL,なし,なし,なし,あり,あり,あり,1年更新,電子請求書,口座引き落とし,73.45,2661.1,No
1918,5868-CZJDR,男,非高齢者,未婚,あり,1,なし,電話契約なし,DSL,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,31.35,31.35,Yes
1919,1261-FWTTE,男,高齢者,未婚,なし,23,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,34.65,768.45,No
1920,0523-VNGTF,女,高齢者,未婚,なし,52,なし,電話契約なし,DSL,なし,あり,あり,あり,あり,なし,毎月更新,電子請求書,電子決済,50.5,2566.3,No
1921,6599-SFQVE,女,非高齢者,未婚,なし,6,あり,1回線,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,55.0,340.4,No
1922,9770-KXGQU,女,非高齢者,未婚,なし,53,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,なし,1年更新,紙請求書,郵送小切手,98.6,5311.85,No
1923,2181-UAESM,男,非高齢者,未婚,なし,2,あり,1回線,DSL,あり,なし,あり,なし,なし,なし,毎月更新,紙請求書,電子決済,53.45,119.5,No
1924,8647-SDTWQ,男,非高齢者,既婚,あり,57,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.3,4018.35,No
1925,7297-DVYGA,女,非高齢者,未婚,なし,51,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,口座引き落とし,19.85,996.95,No
1926,6164-HAQTX,男,非高齢者,未婚,なし,71,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,なし,2年更新,紙請求書,口座引き落とし,53.95,3888.65,No
1927,4795-WRNVT,女,非高齢者,未婚,なし,40,あり,1回線,DSL,あり,あり,なし,なし,あり,なし,毎月更新,紙請求書,郵送小切手,65.1,2586.0,No
1928,7241-AJHFS,男,非高齢者,未婚,なし,32,あり,複数回線,Fiber optic,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,口座引き落とし,87.65,2766.4,No
1929,1833-TCXKK,男,非高齢者,既婚,なし,45,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,107.75,4882.8,No
1930,0661-KQHNK,女,非高齢者,既婚,あり,6,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,19.0,105.5,No
1931,7850-VWJUU,女,非高齢者,未婚,なし,23,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,75.0,1778.5,No
1932,2121-JAFOM,女,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,115.55,8312.4,No
1933,2931-VUVJN,女,高齢者,既婚,なし,59,あり,複数回線,Fiber optic,あり,あり,あり,あり,なし,なし,1年更新,電子請求書,電子決済,94.05,5483.9,No
1934,8887-IPQNC,女,非高齢者,既婚,なし,7,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,44.25,313.45,No
1935,2834-JRTUA,男,非高齢者,未婚,なし,71,あり,複数回線,Fiber optic,あり,なし,あり,あり,あり,あり,2年更新,電子請求書,電子決済,108.05,7532.15,Yes
1936,9412-GHEEC,男,非高齢者,未婚,なし,40,あり,複数回線,Fiber optic,なし,なし,あり,あり,あり,あり,毎月更新,紙請求書,口座引き落とし,104.8,4131.95,Yes
1937,0363-QJVFX,男,非高齢者,未婚,なし,32,あり,複数回線,Fiber optic,あり,あり,なし,あり,あり,あり,毎月更新,電子請求書,クレジットカード,108.15,3432.9,Yes
1938,4958-GZWIY,男,非高齢者,既婚,あり,7,あり,1回線,DSL,なし,なし,あり,なし,なし,なし,毎月更新,紙請求書,電子決済,48.7,340.25,Yes
1939,5414-OFQCB,男,非高齢者,未婚,なし,57,あり,複数回線,Fiber optic,なし,なし,なし,あり,あり,なし,2年更新,電子請求書,クレジットカード,90.45,5229.8,No
1940,3370-HXOPH,女,非高齢者,未婚,なし,3,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,76.1,257.6,No
1941,7927-AUXBZ,女,非高齢者,未婚,なし,30,あり,1回線,Fiber optic,なし,なし,なし,あり,あり,なし,毎月更新,紙請求書,電子決済,85.15,2555.9,Yes
1942,6671-NGWON,女,非高齢者,未婚,なし,7,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.35,150.6,No
1943,6877-LGWXO,男,高齢者,既婚,なし,18,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,78.55,1422.65,Yes
1944,5906-DVAPM,女,非高齢者,既婚,あり,55,あり,複数回線,DSL,あり,あり,なし,あり,あり,なし,1年更新,電子請求書,クレジットカード,75.0,4213.9,No
1945,2205-YMZZJ,男,高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,84.8,546.95,Yes
1946,5173-ZXXXL,男,非高齢者,未婚,なし,2,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.95,47.7,No
1947,6599-GZWCM,女,非高齢者,未婚,なし,13,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,1年更新,電子請求書,郵送小切手,74.65,966.25,No
1948,7460-ITWWP,女,高齢者,既婚,なし,45,あり,1回線,Fiber optic,なし,なし,あり,なし,なし,あり,毎月更新,電子請求書,電子決済,86.1,3861.45,No
1949,2773-OVBPK,男,非高齢者,既婚,なし,67,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,111.3,7567.2,No
1950,3845-FXCYS,男,非高齢者,未婚,なし,2,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,19.65,31.2,No
1951,9894-EZEWG,女,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,74.3,74.3,Yes
1952,3995-WFCSM,女,非高齢者,未婚,なし,2,あり,1回線,DSL,なし,なし,あり,なし,なし,あり,毎月更新,紙請求書,電子決済,60.85,111.4,No
1953,5155-AZQPB,女,非高齢者,既婚,あり,28,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,49.9,1410.25,No
1954,1842-EZJMK,男,非高齢者,既婚,あり,50,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,あり,毎月更新,紙請求書,電子決済,103.7,5071.05,Yes
1955,7301-ABVAD,女,非高齢者,未婚,なし,72,あり,複数回線,DSL,なし,あり,あり,あり,あり,あり,2年更新,紙請求書,口座引き落とし,86.6,6350.5,No
1956,6968-MHOMU,男,非高齢者,既婚,なし,58,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,あり,1年更新,電子請求書,クレジットカード,45.0,2689.35,No
1957,5018-GWURO,女,非高齢者,既婚,なし,56,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,85.6,4902.8,No
1958,8434-VGEQQ,男,非高齢者,既婚,あり,61,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,20.55,1305.95,No
1959,7767-UXAGJ,男,非高齢者,未婚,なし,1,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,50.45,50.45,Yes
1960,6549-YMFAW,男,高齢者,既婚,なし,9,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,21.25,204.55,No
1961,4906-ZHGPK,男,非高齢者,既婚,あり,54,あり,複数回線,DSL,なし,あり,なし,あり,あり,なし,1年更新,電子請求書,電子決済,70.7,3770.0,No
1962,2077-MPJQO,男,高齢者,既婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,75.4,533.05,No
1963,8903-XEBGX,男,非高齢者,未婚,あり,2,あり,1回線,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,55.3,108.65,No
1964,5366-OBVMR,女,非高齢者,既婚,なし,18,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,50.3,908.75,No
1965,2070-FNEXE,女,高齢者,未婚,なし,7,あり,1回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,76.45,503.6,Yes
1966,4061-UKJWL,男,非高齢者,未婚,なし,3,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,45.45,141.7,No
1967,4023-RTIQM,女,高齢者,既婚,なし,31,なし,電話契約なし,DSL,あり,あり,あり,なし,なし,あり,1年更新,電子請求書,クレジットカード,50.4,1580.1,No
1968,5849-ASHZJ,男,非高齢者,未婚,あり,27,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,20.05,552.9,No
1969,3658-KIBGF,女,非高齢者,未婚,なし,1,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,54.9,54.9,Yes
1970,4806-KEXQR,男,非高齢者,未婚,なし,4,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,79.9,324.3,Yes
1971,7176-WRTNX,男,非高齢者,未婚,なし,70,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,114.95,7711.25,No
1972,0256-LTHVJ,女,非高齢者,既婚,あり,28,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,81.05,2227.1,Yes
1973,0076-LVEPS,男,非高齢者,未婚,あり,29,なし,電話契約なし,DSL,あり,あり,あり,あり,なし,なし,毎月更新,電子請求書,郵送小切手,45.0,1242.45,No
1974,6380-ARCEH,男,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.2,20.2,No
1975,7997-EASSD,女,非高齢者,既婚,なし,63,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,1年更新,電子請求書,クレジットカード,81.2,4965.1,No
1976,9236-NDUCW,女,非高齢者,未婚,なし,21,なし,電話契約なし,DSL,あり,なし,なし,あり,なし,なし,2年更新,紙請求書,郵送小切手,35.1,770.4,No
1977,8735-NBLWT,男,非高齢者,未婚,あり,9,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.4,184.1,No
1978,0328-GRPMV,女,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.1,70.1,Yes
1979,2228-BZDEE,女,非高齢者,未婚,なし,54,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.1,1079.45,No
1980,3941-XTSKM,男,非高齢者,既婚,あり,42,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,あり,1年更新,電子請求書,クレジットカード,45.1,2049.05,No
1981,3890-RTCMS,男,非高齢者,未婚,なし,16,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,49.45,799.0,No
1982,4002-BQWPQ,男,非高齢者,未婚,なし,25,あり,複数回線,DSL,あり,あり,あり,あり,なし,あり,毎月更新,紙請求書,口座引き落とし,81.75,2028.8,No
1983,9650-VBUOG,男,非高齢者,既婚,あり,38,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.05,963.95,No
1984,2511-ALLCS,女,非高齢者,既婚,あり,35,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,24.3,821.6,No
1985,2951-QOQTK,男,非高齢者,未婚,あり,4,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,紙請求書,クレジットカード,80.8,332.45,Yes
1986,5931-FLJJF,男,高齢者,既婚,なし,7,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,70.1,467.55,Yes
1987,2189-UXTKY,女,非高齢者,既婚,なし,22,あり,複数回線,DSL,あり,なし,なし,あり,あり,あり,毎月更新,電子請求書,電子決済,79.2,1742.75,Yes
1988,6284-KMNUF,女,非高齢者,既婚,なし,56,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,あり,1年更新,電子請求書,電子決済,98.0,5270.6,No
1989,3957-SQXML,女,非高齢者,既婚,あり,34,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,24.95,894.3,No
1990,3824-RHKVR,女,非高齢者,未婚,なし,17,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,クレジットカード,19.7,340.35,No
1991,0568-ONFPC,男,非高齢者,既婚,あり,5,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,口座引き落とし,25.9,135.0,Yes
1992,6711-VTNRE,女,非高齢者,未婚,なし,36,あり,1回線,Fiber optic,なし,なし,あり,あり,なし,あり,毎月更新,電子請求書,電子決済,87.55,3078.1,Yes
1993,2211-RMNHO,女,非高齢者,既婚,あり,68,あり,複数回線,DSL,なし,あり,あり,あり,あり,あり,2年更新,紙請求書,口座引き落とし,85.3,5560.0,No
1994,4707-YNOQA,女,非高齢者,既婚,あり,34,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,25.6,917.15,No
1995,3071-VBYPO,男,非高齢者,既婚,あり,3,あり,1回線,Fiber optic,あり,あり,なし,なし,あり,なし,毎月更新,紙請求書,電子決済,89.85,248.4,No
1996,4660-IRIBM,男,非高齢者,既婚,あり,18,あり,1回線,Fiber optic,あり,なし,あり,なし,あり,なし,毎月更新,電子請求書,郵送小切手,87.9,1500.5,No
1997,3097-PYWXL,女,非高齢者,既婚,あり,4,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,19.95,82.9,No
1998,2961-VNFKL,女,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,クレジットカード,25.95,1801.9,No
1999,5569-IDSEY,男,非高齢者,既婚,なし,71,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,口座引き落とし,105.7,7472.15,No
2000,2988-PLAHS,女,非高齢者,未婚,なし,3,あり,1回線,DSL,なし,なし,あり,なし,あり,あり,1年更新,電子請求書,電子決済,69.95,220.45,No
2001,0224-HJAPT,男,非高齢者,未婚,なし,5,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,47.15,223.15,Yes
2002,3799-ISUZQ,男,非高齢者,既婚,あり,7,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,69.95,529.5,Yes
2003,0723-VSOBE,女,高齢者,未婚,なし,45,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,あり,1年更新,紙請求書,電子決済,34.2,1596.6,No
2004,0895-LMRSF,男,非高齢者,未婚,なし,23,あり,1回線,DSL,なし,なし,なし,なし,あり,あり,1年更新,電子請求書,口座引き落とし,64.9,1509.8,No
2005,7254-IQWOZ,男,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.65,69.65,Yes
2006,7868-TMWMZ,女,高齢者,既婚,なし,60,あり,1回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,110.0,6668.35,No
2007,5998-VVEJY,男,非高齢者,未婚,なし,26,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,80.5,2088.8,Yes
2008,2535-PBCGC,女,非高齢者,既婚,なし,70,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,口座引き落とし,64.55,4504.9,No
2009,4854-SSLTN,男,非高齢者,既婚,あり,2,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,2年更新,紙請求書,郵送小切手,59.5,130.5,No
2010,4452-ROHMO,女,非高齢者,未婚,なし,15,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.6,331.6,No
2011,8727-XDPUD,男,非高齢者,未婚,なし,37,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,なし,2年更新,紙請求書,クレジットカード,35.8,1316.9,No
2012,7639-LIAYI,男,非高齢者,未婚,なし,52,あり,複数回線,DSL,あり,なし,なし,あり,あり,あり,2年更新,電子請求書,クレジットカード,79.75,4217.8,No
2013,8280-MQRQN,女,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,50.45,50.45,Yes
2014,0082-LDZUE,男,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,44.3,44.3,No
2015,2589-AYCRP,女,非高齢者,未婚,なし,50,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,19.75,989.05,No
2016,9668-PUGNU,男,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,電子決済,24.5,1816.2,No
2017,1930-QPBVZ,男,非高齢者,既婚,あり,68,あり,1回線,Fiber optic,あり,あり,なし,あり,なし,あり,2年更新,紙請求書,口座引き落とし,95.1,6683.4,No
2018,3733-ZEECP,男,非高齢者,既婚,あり,22,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,51.1,1232.9,No
2019,5376-PCKNB,男,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,104.45,7459.0,No
2020,8087-LGYHQ,男,非高齢者,未婚,なし,9,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,94.05,811.65,No
2021,3376-BMGFE,女,非高齢者,未婚,なし,4,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,70.9,273.0,Yes
2022,6368-NWMCE,女,非高齢者,未婚,なし,38,あり,複数回線,DSL,なし,あり,なし,あり,なし,あり,毎月更新,紙請求書,クレジットカード,68.15,2656.3,No
2023,7876-BEUTG,女,非高齢者,未婚,なし,15,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,48.8,720.1,No
2024,2645-QTLMB,男,非高齢者,未婚,なし,7,あり,1回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,94.25,669.0,Yes
2025,2430-RRYUW,男,非高齢者,未婚,なし,66,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,1年更新,電子請求書,郵送小切手,54.8,3465.7,No
2026,1960-UOTYM,男,非高齢者,既婚,あり,52,あり,1回線,DSL,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,電子決済,79.2,4016.3,No
2027,5271-YNWVR,男,非高齢者,既婚,あり,68,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,113.15,7856.0,Yes
2028,1696-MZVAU,男,非高齢者,既婚,あり,39,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,1年更新,電子請求書,クレジットカード,25.25,947.75,No
2029,5606-AMZBO,女,非高齢者,既婚,なし,10,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,78.15,765.15,No
2030,7989-VCQOH,男,非高齢者,既婚,あり,18,あり,1回線,DSL,あり,なし,あり,あり,あり,あり,毎月更新,紙請求書,電子決済,83.25,1611.15,No
2031,9133-AYJZG,女,非高齢者,未婚,なし,23,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,クレジットカード,98.7,2249.1,No
2032,7669-LCRSD,男,非高齢者,既婚,あり,12,あり,1回線,DSL,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,郵送小切手,56.3,628.65,No
2033,8430-TWCBX,女,非高齢者,既婚,なし,49,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,20.7,1032.05,No
2034,7718-UPSKJ,女,非高齢者,既婚,なし,69,あり,1回線,Fiber optic,あり,あり,なし,あり,あり,あり,1年更新,電子請求書,クレジットカード,106.4,7251.9,No
2035,8398-TBIYD,女,非高齢者,未婚,なし,72,あり,複数回線,Fiber optic,あり,なし,なし,あり,なし,なし,2年更新,電子請求書,口座引き落とし,84.7,6185.15,No
2036,0495-ZBNGW,男,高齢者,既婚,なし,5,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,79.9,343.95,Yes
2037,8780-IHCRN,男,非高齢者,既婚,あり,63,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,24.65,1574.5,No
2038,7409-JURKQ,女,非高齢者,既婚,なし,53,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,111.8,5809.75,No
2039,1215-VFYVK,女,非高齢者,未婚,なし,4,なし,電話契約なし,DSL,あり,なし,あり,あり,なし,あり,毎月更新,紙請求書,郵送小切手,48.25,202.25,No
2040,2585-KTFRE,男,非高齢者,未婚,あり,1,あり,1回線,DSL,あり,あり,なし,あり,なし,あり,毎月更新,電子請求書,口座引き落とし,70.45,70.45,No
2041,7328-OWMOM,女,非高齢者,未婚,あり,31,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,20.1,589.25,No
2042,1023-BQXZE,男,非高齢者,未婚,なし,57,あり,1回線,DSL,あり,なし,あり,なし,あり,あり,2年更新,電子請求書,口座引き落とし,74.35,4317.35,No
2043,3992-YWPKO,女,非高齢者,未婚,なし,6,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,毎月更新,電子請求書,クレジットカード,109.9,669.45,Yes
2044,7503-ZGUZJ,男,非高齢者,未婚,なし,1,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,郵送小切手,84.65,84.65,Yes
2045,6353-BRMMA,女,非高齢者,既婚,あり,54,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,104.1,5645.8,No
2046,9776-CLUJA,女,高齢者,既婚,なし,51,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,77.5,3807.35,Yes
2047,3178-CIFOT,女,非高齢者,未婚,なし,23,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,19.65,478.1,No
